ADUA,PAIS,COD_PAI4,COD_SAL,VIA,BANDERA,MODAD,DPTO2,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES,AGRENA,FLETES,SEGURO,OTROSG
90,196,CRI,BOG,4,169,198,5,33,KG,2.0,6.0,3.0,8.0,2.0,6.0,20.0,63150.0,4.0
3,589,PER,BOG,4,249,104,11,11,U,1.0,3.0,3.0,3.0,125.0,401070.0,0.0,0.0,0.0
3,239,ECU,BOG,4,850,104,11,11,U,6.0,,37.0,,37.0,502.0,74.0,1581690.0,42.0
3,573,NLD,BOG,4,23,198,5,33,KG,125.0,142.0,56.0,125.0,365.0,2.0,1148970.0,31.0,0.0
90,249,USA,MDE,4,211,198,5,11,U,65014.0,10591.0,9801.0,60023.0,8.0,190144714.0,2.0,0.0,0.0
3,399,JPN,BOG,4,23,199,11,11,U,71980.0,816.0,783.0,5400.0,17050608.0,0.0,0.0,0.0,0.0
3,249,USA,BOG,4,249,199,13,33,KG,426.0,2.0,457.0,2.0,426.0,2.0,4796.0,41.0,15115838.0
48,647,DOM,CTG,1,434,199,25,11,U,670000.0,326756.0,8.0,282168.0,4.0,182482.0,22.0,586190481.0,8.0
3,23,DEU,BOG,4,249,198,76,11,U,93553.0,513.0,9.0,427.0,53.0,7336.0,17.0,23102264.0,38.0
3,589,PER,BOG,4,249,198,5,11,U,89.0,16.0,11.0,14.0,37.0,204.0,663002.0,4.0,0.0
16,580,PAN,PEI,4,169,198,66,11,U,685.0,2749.0,67.0,2474.0,7.0,10275.0,33391181.0,25.0,0.0
3,249,USA,BOG,4,249,198,11,11,U,444.0,127.0,59.0,112.0,33.0,16614.0,66.0,52935848.0,38.0
3,580,PAN,BOG,4,169,198,11,33,KG,302.0,8.0,357.0,302.0,8.0,5072.0,3.0,15927985.0,73.0
37,239,ECU,IPI,3,239,199,5,33,KG,85.0,92.0,89.0,61.0,85.0,92.0,3625.0,4.0,11468807.0
48,23,DEU,CTG,1,467,198,25,11,U,1301.0,6071.0,57.0,6040.0,57.0,167238.0,87.0,524738712.0,8.0
48,589,PER,CTG,1,23,199,13,33,KG,63750.0,65110.0,63750.0,66309.0,88.0,211578509.0,6.0,64863.0,75.0
87,249,USA,BAQ,1,434,198,5,33,KG,3504.0,3758.0,3504.0,4835.0,52.0,15515056.0,5.0,0.0,395.0
90,239,ECU,BOG,4,239,199,5,11,U,363.0,48.0,57.0,42.0,76.0,11535.0,63.0,35997625.0,55.0
48,399,JPN,CTG,1,215,198,5,33,KG,17505.0,17655.0,17505.0,52484.0,99.0,164013494.0,4.0,0.0,0.0
3,647,DOM,BOG,4,580,198,25,33,KG,156.0,43.0,170.0,87.0,156.0,43.0,10681.0,31.0,33934543.0
48,196,CRI,CTG,1,741,198,5,33,KG,348.0,914.0,8.0,348.0,5045.0,82.0,16101388.0,31.0,0.0
3,211,CHL,BOG,4,850,198,5,11,U,39.0,5.0,46.0,5.0,46.0,661.0,8.0,2080182.0,99.0
35,211,CHL,BUN,1,741,198,76,11,U,4840.0,1367.0,68.0,1242.0,25.0,6546.0,8.0,20691292.0,33.0
48,249,USA,CTG,1,741,198,5,11,U,114.0,799.0,1.0,799.0,1.0,9632.0,38.0,30347583.0,75.0
3,169,COL,BOG,3,169,199,11,11,U,13.0,6.0,85.0,6.0,85.0,265.0,13.0,833361.0,91.0
35,149,CAN,BUN,1,23,199,76,33,KG,59850.0,60257.0,59850.0,52308.0,9.0,167836244.0,2.0,52256.0,11.0
3,628,GBR,BOG,4,850,198,11,11,U,20.0,13.0,2.0,12.0,2162.0,4.0,6843455.0,4.0,0.0
3,351,HKG,BOG,4,573,198,11,33,KG,17.0,56.0,21.0,85.0,17.0,56.0,100.0,68.0,314177.0
48,249,USA,CTG,1,628,198,25,11,U,1768.0,33997.0,75.0,29372.0,23.0,39229.0,77.0,124063788.0,7.0
35,589,PER,BUN,1,218,199,76,33,KG,12312.0,36.0,13826.0,23.0,12312.0,36.0,16725.0,22.0,52478053.0
87,647,DOM,BAQ,1,434,199,8,11,U,8410.0,25002.0,9.0,24655.0,4576.0,14831731.0,2.0,0.0,0.0
3,249,USA,BOG,4,249,198,5,11,U,84000.0,317.0,65.0,234.0,36.0,3538.0,8.0,11352141.0,96.0
3,406,KAZ,BOG,4,249,198,25,11,U,1400.0,48.0,40.0,234.0,734804.0,46.0,231.0,97.0,0.0
35,493,MEX,BUN,1,607,198,11,33,KG,62014.0,34.0,65939.0,87.0,62014.0,34.0,366392.0,36.0,1149262225.0
48,317,GTM,CTG,1,434,198,5,33,KG,2702.0,36.0,2839.0,14.0,2702.0,36.0,31720.0,99526575.0,2.0
3,242,SLV,BOG,4,169,198,11,33,KG,254.0,47.0,280.0,66.0,254.0,47.0,37789.0,7.0,119712479.0
35,249,USA,CTG,1,467,198,19,33,KG,208666.0,208746.0,208666.0,608580.0,1952665445.0,0.0,0.0,0.0,0.0
41,198,HRV,TRB,1,434,198,5,33,KG,162000.0,177920.0,162000.0,60696.0,194169322.0,8.0,60696.0,0.0,0.0
3,647,DOM,BOG,4,169,199,11,33,KG,1218.0,1363.0,55.0,1218.0,40227.0,129070743.0,1.0,0.0,0.0
90,245,ESP,BOG,4,23,198,5,11,U,220.0,31.0,9.0,27.0,220.0,27.0,715822.0,43.0,0.0
48,850,VEN,CTG,1,434,199,13,33,KG,24750.0,25641.0,24750.0,36204.0,8.0,117665962.0,10006.0,63.0,920.0
90,249,USA,MDE,4,169,198,5,11,U,7055.0,919.0,34.0,816.0,3087.0,24.0,9917572.0,23.0,0.0
90,589,PER,MDE,4,169,198,5,11,U,3167.0,624.0,67.0,588.0,73.0,18940.0,5.0,59722557.0,17.0
90,196,CRI,MDE,4,580,199,5,11,U,30.0,23.0,66.0,21.0,69.0,114.0,38.0,371736.0,14.0
3,211,CHL,BOG,4,211,198,25,11,U,8800.0,597.0,46.0,579.0,24.0,2572.0,8067052.0,28.0,2537.0
4,249,USA,BOG,4,249,198,68,11,U,327.0,1.0,3.0,1.0,4439.0,43.0,13967068.0,3.0,3706.0
3,149,CAN,BOG,4,249,198,11,11,U,107320.0,5060.0,3637.0,5.0,23076.0,5.0,72228211.0,41.0,22599.0
3,211,CHL,BOG,4,211,198,25,33,KG,349.0,54.0,401.0,63.0,349.0,54.0,16236.0,27.0,50937047.0
48,87,BEL,CTG,1,23,198,11,11,U,35.0,19.0,18.0,5.0,296.0,51.0,925277.0,24.0,0.0
3,589,PER,BOG,4,249,198,11,11,U,34.0,3.0,3.0,442.0,5.0,1436551.0,98.0,0.0,0.0
3,27,ABW,BOG,4,211,198,25,11,U,5550.0,267.0,1.0,258.0,81.0,1831.0,5.0,5788492.0,38.0
37,239,ECU,IPI,3,169,107,25,33,KG,,2.0,,2.0,,2.0,,64.0,2022.0
35,249,USA,BUN,1,434,198,76,33,KG,880.0,1000.0,6.0,880.0,1689.0,6.0,5324757.0,5.0,0.0
3,815,TTO,BOG,4,580,198,25,11,U,250.0,5.0,79.0,5.0,63.0,37.0,5.0,118519.0,5.0
87,249,USA,BAQ,1,434,199,11,33,KG,953.0,1063.0,76.0,953.0,2112.0,6864021.0,12.0,0.0,121.0
88,69,AUS,CLO,4,169,198,76,11,U,16.0,4.0,73.0,4.0,64.0,132.0,415876.0,56.0,0.0
19,249,USA,SMR,1,434,198,47,11,U,21050.0,516.0,483.0,75.0,3121.0,5.0,9837376.0,3.0,0.0
48,199,CUB,CTG,1,741,198,11,33,KG,25.0,12.0,27.0,29.0,25.0,12.0,46.0,29.0,146496.0
19,573,NLD,SMR,1,467,198,47,33,KG,570.0,599.0,41.0,570.0,695.0,4.0,2185795.0,18.0,0.0
88,391,JAM,BUN,1,23,198,76,11,U,3828.0,57962.0,56292.0,8.0,130053.0,7.0,417285099.0,7.0,0.0
48,249,USA,CTG,1,434,198,5,11,U,576.0,227.0,72.0,196.0,65.0,583.0,44.0,1820659.0,52.0
3,815,TTO,BOG,4,850,104,11,11,U,4.0,,31.0,,2.0,107.0,64.0,335897.0,7.0
35,211,CHL,BUN,1,232,199,76,33,KG,24538.0,25359.0,24538.0,22780.0,59.0,74037145.0,3.0,0.0,1000.0
37,239,ECU,IPI,3,169,198,76,33,KG,111841.0,93.0,134670.0,83.0,111841.0,93.0,249780.0,95.0,784337355.0
48,493,MEX,CTG,1,434,198,5,33,KG,17000.0,17459.0,17000.0,25500.0,79574280.0,0.0,434.0,15.0,47.0
48,196,CRI,CTG,1,434,198,11,11,U,400.0,85.0,29.0,83.0,64.0,490.0,34.0,1545301.0,59.0
3,317,GTM,BOG,4,580,198,11,11,U,125.0,35.0,66.0,29.0,24.0,1415.0,14.0,4438572.0,45.0
3,351,HKG,BOG,4,850,198,5,33,KG,1.0,1.0,5.0,1.0,46000.0,147593760.0,0.0,0.0,0.0
48,317,GTM,CTG,1,434,198,5,61,L,30763.0,2.0,40545.0,39757.0,30414.0,36.0,95674997.0,5.0,0.0
3,215,CHN,BOG,4,249,198,11,11,U,3100.0,229.0,99.0,201.0,932.0,2908361.0,92.0,0.0,0.0
88,493,MEX,CLO,4,169,198,76,33,KG,200.0,225.0,200.0,1460.0,4556017.0,6.0,0.0,450.0,0.0
88,493,MEX,BOG,4,105,198,76,33,KG,87.0,12.0,99.0,25.0,87.0,12.0,257.0,62.0,815302.0
3,676,RUS,BOG,4,827,198,25,11,U,79680.0,2616.0,36.0,871.0,5.0,11934.0,2.0,37753364.0,33.0
87,249,USA,BAQ,1,741,198,25,82,M2,837.0,32.0,21300.0,20925.0,6805.0,58.0,21370814.0,26.0,0.0
3,365,IDN,BOG,4,850,104,25,11,U,2.0,10.0,35.0,9.0,35.0,248.0,94.0,783200.0,9.0
35,589,PER,BUN,1,741,198,11,11,U,106.0,67.0,96.0,60.0,5.0,421.0,63.0,1370192.0,9.0
3,239,ECU,BOG,4,239,198,11,33,KG,45.0,121.0,45.0,11196.0,35467360.0,56.0,0.0,242.0,1.0
3,580,PAN,BOG,4,580,198,11,33,KG,144.0,166.0,144.0,9000.0,28124640.0,8478.0,86.0,0.0,0.0
35,589,PER,BUN,1,232,198,11,33,KG,4613.0,53.0,4926.0,73.0,4613.0,53.0,19204.0,79.0,60523703.0
48,249,USA,CTG,1,628,198,5,33,KG,13708.0,8.0,14327.0,4.0,13708.0,8.0,40557.0,12.0,128059917.0
35,23,DEU,BUN,1,741,199,76,33,KG,18000.0,18049.0,18000.0,19710.0,64052572.0,5.0,19694.0,12.0,0.0
48,647,DOM,CTG,1,434,198,5,11,U,26.0,42.0,95.0,35.0,9.0,768.0,23.0,2414715.0,9.0
3,493,MEX,BOG,4,249,198,11,11,U,121.0,3866.0,2804.0,97877.0,6.0,306189999.0,1.0,73706.0,23.0
3,211,CHL,BOG,4,211,198,11,11,U,500.0,75.0,71.0,2600.0,8155134.0,0.0,232.0,5.0,35.0
48,199,CUB,CTG,1,741,198,13,11,U,3947.0,21361.0,4.0,21355.0,6.0,58635.0,5.0,183915522.0,9.0
48,586,PRY,CTG,1,467,198,13,11,U,77740.0,2709.0,46.0,2256.0,87.0,6903.0,95.0,21544190.0,21.0
3,580,PAN,BOG,4,580,198,11,33,KG,13.0,62.0,16.0,29.0,13.0,62.0,82.0,15.0,260239.0
19,628,GBR,SMR,1,467,198,5,33,KG,78000.0,82180.0,78000.0,43740.0,138369740.0,4.0,0.0,0.0,0.0
37,239,ECU,IPI,3,169,198,25,33,KG,598.0,5.0,649.0,88.0,598.0,5.0,3172.0,5.0,9979713.0
3,573,NLD,BOG,4,249,198,5,11,U,17517.0,2843.0,2341.0,10783.0,1.0,33649310.0,53.0,0.0,0.0
90,589,PER,MDE,4,589,199,5,33,KG,19.0,19.0,88.0,19.0,2915.0,75.0,9145512.0,29.0,0.0
37,239,ECU,IPI,3,169,198,17,11,U,432.0,114.0,8.0,102.0,1831.0,11.0,5769058.0,54.0,0.0
3,97,BOL,BOG,4,249,198,11,11,U,1.0,788.0,67.0,641.0,9.0,1640.0,5143843.0,6.0,0.0
90,196,CRI,MDE,4,580,198,5,11,U,56.0,12.0,26.0,10.0,97.0,558.0,4.0,1758149.0,66.0
48,63,ARG,CTG,1,741,198,5,33,KG,5084.0,79.0,5914.0,88.0,5084.0,79.0,21838.0,29.0,68495578.0
48,431,LBN,CTG,1,434,198,8,67,M3,23.0,27000.0,26920.0,13500.0,42667020.0,0.0,3800.0,0.0,0.0
35,239,ECU,BUN,1,434,198,11,33,KG,30000.0,32100.0,30000.0,41820.0,133782598.0,8.0,0.0,1960.0,7.0
3,215,CHN,BOG,4,249,198,11,11,U,125.0,31.0,37.0,28.0,240.0,750736.0,8.0,0.0,0.0
37,239,ECU,IPI,3,169,198,5,33,KG,173.0,176.0,92.0,173.0,2078.0,94.0,6534565.0,78.0,0.0
35,580,PAN,BUN,1,607,198,76,11,U,1.0,1880.0,1820.0,57540.0,180473634.0,6.0,0.0,915.0,215.0
90,249,USA,MDE,4,249,198,5,11,U,14756.0,2493.0,2250.0,6304.0,8.0,19798269.0,9.0,0.0,0.0
3,249,USA,BOG,4,249,199,11,11,U,36989.0,2964.0,2787.0,6.0,12180.0,38541925.0,2.0,0.0,0.0
3,767,CHE,BOG,4,249,104,11,11,U,1.0,45.0,40.0,40.0,124822.0,4.0,0.0,0.0,0.0
48,934,XCF,CTG,3,169,201,13,33,KG,7.0,19.0,72.0,7.0,8.0,16.0,26448.0,19.0,0.0
3,406,KAZ,BOG,4,249,198,11,11,U,19625.0,1281.0,1224.0,5885.0,75.0,18499967.0,88.0,0.0,0.0
37,239,ECU,IPI,3,169,199,17,33,KG,8224.0,99.0,10011.0,51.0,8224.0,99.0,23650.0,58.0,74182172.0
3,628,GBR,BOG,4,169,198,25,11,U,71760.0,2138.0,1610.0,11051.0,4.0,34959522.0,99.0,9199.0,69.0
48,249,USA,CTG,1,43,199,25,11,U,63228.0,190194.0,64.0,187262.0,48.0,50930.0,95.0,161183724.0,0.0
37,239,ECU,IPI,3,169,198,5,33,KG,302.0,79.0,312.0,88.0,302.0,79.0,7004.0,5.0,22157032.0
41,249,USA,TRB,1,434,199,5,33,KG,2229.0,3085.0,98.0,2229.0,9513.0,25.0,30915684.0,18.0,9054.0
90,249,USA,MDE,4,169,198,5,11,U,4060.0,224.0,212.0,8.0,3071.0,9705956.0,92.0,0.0,0.0
48,249,USA,CTG,1,232,198,13,33,KG,3171.0,2.0,4105.0,5.0,3171.0,2.0,19234.0,6.0,60331054.0
3,249,USA,BOG,4,249,198,11,11,U,100.0,100.0,66.0,82.0,3811.0,2.0,11893078.0,27.0,0.0
19,249,USA,SMR,1,580,198,20,33,KG,208224030.0,208224030.0,208224030.0,12319033.0,71.0,39286082770.0,12319033.0,71.0,0.0
35,628,GBR,BUN,1,741,198,63,33,KG,14700.0,15066.0,14700.0,79275.0,88.0,247385140.0,1.0,0.0,0.0
88,580,PAN,BUN,1,434,198,76,33,KG,350.0,26.0,415.0,39.0,350.0,26.0,5260.0,84.0,16879720.0
35,97,BOL,BUN,1,434,198,76,33,KG,124.0,8.0,139.0,15.0,124.0,8.0,7584.0,23723282.0,88.0
3,249,USA,BOG,4,249,198,11,11,U,8325.0,328.0,9.0,240.0,3070.0,73.0,9695891.0,38.0,0.0
35,23,DEU,BUN,1,23,198,17,33,KG,28800.0,29140.0,28800.0,288000.0,907367040.0,0.0,0.0,0.0,0.0
90,211,CHL,MDE,4,580,198,5,33,KG,100.0,110.0,100.0,800.0,2496448.0,0.0,0.0,0.0,0.0
37,239,ECU,IPI,3,169,198,5,11,U,188.0,23.0,23.0,20.0,91.0,784.0,22.0,2484299.0,16.0
3,676,RUS,BOG,4,827,198,5,11,U,945.0,176.0,144.0,631.0,5.0,1984943.0,43.0,0.0,0.0
87,573,NLD,BAQ,1,741,199,8,33,KG,7191288.0,7191288.0,7191288.0,3415861.0,8.0,11071491266.0,0.0,0.0,0.0
35,589,PER,BUN,1,741,199,11,11,U,20.0,1019.0,834.0,5.0,30132.0,38.0,94029899.0,73.0,0.0
37,239,ECU,IPI,3,239,198,11,11,U,576.0,63.0,16.0,60.0,57.0,1225.0,23.0,3843044.0,16.0
48,199,CUB,CTG,1,741,198,25,33,KG,18062.0,9.0,18065.0,9.0,18062.0,9.0,33832.0,98.0,106615967.0
3,249,USA,BOG,4,249,198,11,11,U,4080.0,174.0,95.0,142.0,612.0,1917276.0,12.0,0.0,0.0
3,493,MEX,BOG,4,105,4,11,11,U,11.0,170.0,170.0,800.0,2509272.0,0.0,0.0,0.0,0.0
37,239,ECU,IPI,3,169,199,11,33,KG,240000.0,240000.0,240000.0,6480.0,20290888.0,8.0,0.0,0.0,0.0
48,573,NLD,CTG,1,741,198,5,11,U,80.0,11.0,2.0,10.0,1.0,568.0,1795175.0,36.0,484.0
48,83,BRB,CTG,1,434,198,5,33,KG,536.0,18.0,1757.0,536.0,18.0,11258.0,76.0,36491892.0,9.0
3,493,MEX,CTG,1,434,198,25,33,KG,822.0,9.0,933.0,76.0,822.0,9.0,2955.0,23.0,9230785.0
3,249,USA,BOG,4,253,198,5,11,U,85.0,32.0,48.0,29.0,195.0,2.0,609992.0,19.0,0.0
3,249,USA,BOG,4,249,198,68,11,U,12.0,1.0,21.0,,97.0,349.0,92.0,1102769.0,38.0
3,242,SLV,BOG,4,249,198,63,33,KG,3.0,9.0,3.0,207.0,646866.0,72.0,0.0,0.0,0.0
3,239,ECU,BOG,4,249,198,11,33,KG,6.0,52.0,6.0,95.0,6.0,52.0,9.0,24.0,28981.0
48,317,GTM,CTG,1,351,198,13,33,KG,1387.0,21.0,1520.0,27.0,1387.0,21.0,8360.0,19.0,26824171.0
3,249,USA,BOG,4,249,198,5,11,U,24.0,51.0,45.0,45.0,138.0,64.0,435005.0,18.0,0.0
3,580,PAN,BOG,4,169,198,11,11,U,16.0,13.0,68.0,12.0,83.0,197.0,32.0,641291.0,97.0
35,580,PAN,BUN,1,434,2,17,11,U,50.0,4.0,6.0,4.0,50.0,162487.0,5.0,0.0,0.0
35,493,MEX,BUN,1,580,198,11,11,U,252.0,332.0,27.0,279.0,3.0,1236.0,56.0,4007938.0,27.0
3,169,COL,BOG,3,169,199,11,11,U,21.0,24.0,97.0,24.0,97.0,810.0,88.0,2548774.0,23.0
35,97,BOL,BUN,1,607,199,76,33,KG,24310.0,24310.0,24310.0,29585.0,28.0,93237714.0,6.0,0.0,753.0
3,386,ITA,BOG,4,169,198,11,11,U,680.0,56.0,51.0,179.0,2.0,564747.0,0.0,0.0,0.0
35,249,USA,BUN,1,580,198,41,33,KG,269289.0,271991.0,269289.0,895577.0,65.0,2812580860.0,0.0,0.0,0.0
90,196,CRI,MDE,4,580,198,5,11,U,5.0,7.0,55.0,6.0,82.0,21.0,25.0,66311.0,9.0
48,215,CHN,CTG,1,434,199,5,82,M2,9975.0,70204.0,69304.0,61650.0,199819980.0,43270.0,5.0,3600.0,0.0
90,249,USA,MDE,4,105,198,5,11,U,6070.0,1034.0,930.0,2760.0,4.0,8921540.0,58.0,0.0,0.0
16,589,PER,PEI,4,169,198,66,11,U,4.0,20.0,18.0,49.0,42.0,68.0,136941.0,34.0,0.0
3,215,CHN,BOG,4,23,198,5,11,U,4320.0,759.0,730.0,1737.0,5489823.0,24.0,0.0,0.0,0.0
3,169,COL,BOG,3,169,199,11,11,U,10.0,17.0,9.0,17.0,9.0,581.0,44.0,1827593.0,83.0
3,249,USA,BOG,4,249,198,68,11,U,5.0,,71.0,,7.0,61.0,8.0,195320.0,13.0
48,249,USA,CTG,1,628,198,5,33,KG,1166.0,4.0,1219.0,3.0,1166.0,4.0,3369.0,6.0,10639579.0
90,249,USA,MDE,4,169,198,5,11,U,86066.0,11223.0,9.0,10101.0,25352.0,74.0,79913030.0,23.0,25312.0
90,77,BHS,MDE,4,249,198,5,11,U,3.0,,76.0,,63.0,128.0,44.0,403715.0,17.0
90,249,USA,MDE,4,169,198,5,11,U,76240.0,8424.0,5.0,7581.0,36231.0,9.0,113087105.0,34932.0,3.0
48,493,MEX,CTG,1,741,198,5,33,KG,6408.0,7476.0,6408.0,23239.0,68.0,73547777.0,28.0,0.0,0.0
90,249,USA,MDE,4,169,198,5,11,U,14900.0,750.0,99.0,675.0,2831.0,8959407.0,25.0,0.0,0.0
90,249,USA,MDE,4,211,198,5,11,U,24955.0,3018.0,2716.0,8472.0,25.0,26692501.0,4.0,0.0,0.0
48,63,ARG,CTG,1,23,198,5,33,KG,10775.0,65.0,12383.0,39.0,10775.0,65.0,41851.0,24.0,131938809.0
3,676,RUS,BOG,4,827,198,25,11,U,1900.0,46.0,5.0,30.0,347.0,1123645.0,97.0,339.0,93.0
90,249,USA,MDE,4,249,199,5,11,U,4351.0,809.0,695.0,65.0,30522.0,93.0,95248634.0,44.0,20410.0
3,249,USA,BOG,4,573,104,11,11,U,7.0,5.0,38.0,4.0,86.0,1173.0,3.0,3689008.0,69.0
48,87,BEL,CTG,1,23,198,11,11,U,9.0,25.0,58.0,24.0,31.0,399.0,22.0,1245789.0,96.0
3,211,CHL,BUN,1,434,198,25,33,KG,75.0,68.0,82.0,35.0,75.0,68.0,1785.0,58.0,5641231.0
35,589,PER,BUN,1,23,198,76,33,KG,8614.0,4.0,9253.0,13.0,8614.0,4.0,67797.0,7.0,214736541.0
3,580,PAN,BOG,4,169,198,11,11,U,22.0,9.0,6.0,6.0,254.0,792622.0,24.0,217.0,88.0
3,580,PAN,BOG,4,580,198,11,11,U,2.0,,19.0,,8.0,79.0,92.0,259720.0,2.0
37,239,ECU,IPI,3,239,198,11,11,U,1190.0,107.0,8.0,98.0,955.0,6.0,3105461.0,1.0,0.0
3,628,GBR,BOG,4,249,198,25,11,U,19850.0,1379.0,1282.0,6252.0,6.0,19618532.0,91.0,0.0,0.0
37,239,ECU,IPI,3,239,199,25,33,KG,37.0,36.0,40.0,15.0,37.0,36.0,311.0,48.0,971992.0
3,493,MEX,BOG,4,580,198,25,33,KG,1541.0,29.0,1626.0,92.0,1541.0,29.0,9651.0,21.0,30214830.0
37,239,ECU,IPI,3,239,199,5,11,U,212.0,935.0,26.0,383.0,43.0,18131.0,68.0,57358844.0,41.0
90,249,USA,MDE,4,249,198,5,11,U,5840.0,455.0,52.0,412.0,1214.0,4.0,3821801.0,95.0,0.0
48,345,HND,CTG,1,467,198,13,33,KG,4709.0,5053.0,9.0,4709.0,39743.0,4.0,128816308.0,1.0,0.0
3,573,NLD,BOG,4,573,198,25,11,U,400.0,26.0,10.0,120.0,388944.0,118.0,51.0,0.0,0.0
35,589,PER,BUN,1,232,104,11,11,U,2.0,65.0,7.0,62.0,75.0,3651.0,62.0,11866852.0,9.0
35,239,ECU,BUN,1,434,199,76,11,U,3820.0,5616.0,78.0,5216.0,11.0,5544.0,64.0,17428023.0,34.0
48,63,ARG,CTG,1,472,198,11,33,KG,1570.0,8.0,1806.0,8.0,1570.0,8.0,18537.0,48.0,60242175.0
87,249,USA,CTG,1,741,199,8,33,KG,20334.0,20344.0,20334.0,79709.0,28.0,251130463.0,4.0,0.0,0.0
48,855,VNM,CTG,1,434,198,23,33,KG,54028.0,58.0,57064.0,63.0,54028.0,58.0,193803.0,22.0,607881241.0
3,580,PAN,BOG,4,580,198,11,11,U,64.0,10.0,71.0,8.0,15.0,381.0,42.0,1239618.0,81.0
3,249,USA,BOG,4,249,198,11,11,U,21943.0,1443.0,1399.0,71.0,14343.0,74.0,44990431.0,44.0,0.0
3,676,RUS,BOG,4,445,198,25,11,U,11500.0,269.0,5.0,245.0,4825.0,15133564.0,25.0,0.0,0.0
3,919,XCF,BOG,3,169,198,8,33,KG,1729.0,8.0,3524.0,76.0,1729.0,8.0,396077.0,2.0,1247872905.0
37,239,ECU,IPI,3,239,199,11,11,U,1.0,1000.0,800.0,11917.0,37240148.0,32.0,0.0,807.0,0.0
37,239,ECU,IPI,3,239,198,8,11,U,56.0,31.0,5.0,30.0,76.0,638.0,9.0,2049948.0,98.0
3,169,COL,BOG,3,169,199,11,11,U,35.0,39.0,74.0,39.0,74.0,1233.0,89.0,3884156.0,3.0
48,149,CAN,CTG,1,607,198,17,33,KG,38431.0,38817.0,38431.0,123016.0,43.0,387401432.0,3.0,0.0,0.0
3,647,DOM,CTG,1,351,198,25,33,KG,3462.0,47.0,3764.0,34.0,3462.0,47.0,14190.0,2.0,44387375.0
37,239,ECU,IPI,3,169,198,5,33,KG,14560.0,35.0,15409.0,4.0,14560.0,35.0,43468.0,6.0,141260328.0
3,211,CHL,BOG,4,211,198,25,33,KG,30.0,94.0,34.0,73.0,30.0,94.0,1015.0,32.0,3191374.0
3,249,USA,BOG,4,493,198,5,11,U,200.0,15.0,35.0,15.0,38.0,119722.0,4.0,0.0,0.0
48,573,NLD,CTG,1,472,198,25,11,U,40.0,11.0,69.0,11.0,37.0,44.0,8.0,143248.0,98.0
35,589,PER,BUN,1,232,198,11,33,KG,816.0,1116.0,816.0,5314.0,68.0,17052469.0,66.0,0.0,0.0
3,196,CRI,BOG,4,249,198,11,33,KG,13.0,14.0,38.0,13.0,1080.0,3374956.0,8.0,0.0,0.0
48,239,ECU,CTG,1,434,199,13,33,KG,350675.0,356736.0,33.0,350675.0,509661.0,8.0,1606218918.0,131056.0,99.0
48,611,PRI,CTG,1,434,2,5,11,U,1.0,1.0,11.0,1.0,2.0,6482.0,4.0,0.0,0.0
48,27,ABW,CTG,1,628,198,11,11,U,4.0,2062.0,2052.0,16498.0,52212045.0,5.0,0.0,0.0,0.0
3,756,ZAF,BOG,4,249,198,5,11,U,19945.0,3362.0,3027.0,14409.0,16.0,45646201.0,59.0,0.0,0.0
3,169,COL,BOG,3,169,198,11,33,KG,225.0,43.0,298.0,62.0,225.0,43.0,5419.0,23.0,17055952.0
3,245,ESP,BOG,4,249,198,11,33,KG,601.0,610.0,82.0,601.0,13.0,4.0,42955.0,54.0,0.0
48,249,USA,CTG,1,472,198,11,33,KG,240.0,320.0,240.0,1662.0,5214790.0,92.0,0.0,0.0,0.0
3,493,MEX,BOG,4,249,198,11,33,KG,5.0,63.0,6.0,11.0,5.0,63.0,58.0,65.0,184396.0
48,431,LBN,CTG,1,434,198,5,33,KG,3763.0,2.0,4074.0,3.0,3763.0,2.0,23561.0,92.0,73526385.0
90,239,ECU,BOG,4,239,401,5,11,U,1.0,4.0,4.0,1079.0,95.0,3402468.0,87.0,0.0,0.0
48,200,CUW,CTG,1,580,198,25,11,U,91.0,47.0,59.0,42.0,95.0,1446.0,96.0,4515325.0,49.0
48,317,GTM,CTG,1,467,198,25,33,KG,94.0,69.0,99.0,42.0,94.0,69.0,3849.0,96.0,12511407.0
3,149,CAN,BOG,4,249,198,11,11,U,10900.0,499.0,27.0,408.0,23.0,2375.0,5.0,7452099.0,37.0
87,190,KOR,BAQ,1,741,198,8,11,U,2856800.0,6854.0,27.0,5988.0,63.0,95330.0,5.0,309800292.0,4.0
37,239,ECU,IPI,3,169,198,11,11,U,2500.0,233.0,2.0,225.0,7750.0,24866340.0,2470.0,9.0,0.0
90,249,USA,MDE,4,169,198,5,11,U,30.0,2574.0,2371.0,3.0,31319.0,4.0,101110597.0,7.0,0.0
48,573,NLD,CTG,1,23,198,11,33,KG,7712.0,9111.0,44.0,7712.0,33231.0,14.0,107885361.0,6.0,0.0
37,239,ECU,IPI,3,169,199,17,11,U,600.0,7122.0,39.0,5990.0,4.0,28590.0,12.0,89672625.0,47.0
3,196,CRI,BOG,4,580,198,11,33,KG,182.0,35.0,212.0,27.0,182.0,35.0,5220.0,16432543.0,2.0
3,196,CRI,CTG,1,221,198,25,33,KG,5.0,97.0,6.0,59.0,5.0,97.0,528.0,14.0,1650416.0
87,589,PER,CTG,1,741,198,8,11,U,4996.0,78921.0,2.0,77721.0,1.0,180260.0,62.0,566052596.0,3.0
